Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
02/01/2023,Oregon,2022,7,2022-02-19,936,841,,172,25,35,,29,13,,,158,39,148,122,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
02/01/2023,Oregon,2022,8,2022-02-26,954,859,,188,24,37,,35,23,,12,163,65,123,94,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,9,2022-03-05,880,801,,148,30,48,,41,,16,10,141,64,104,74,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
02/01/2023,Oregon,2022,10,2022-03-12,811,723,,156,33,37,,23,10,10,10,154,34,61,41,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
02/01/2023,Oregon,2022,11,2022-03-19,781,716,,159,27,34,,31,,,15,141,46,52,35,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,12,2022-03-26,845,753,,166,26,22,,37,15,11,17,166,45,29,15,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
02/01/2023,Oregon,2022,13,2022-04-02,757,681,,158,24,32,,41,12,13,,131,46,28,14,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
02/01/2023,Oregon,2022,14,2022-04-09,800,720,,152,43,37,,39,12,13,16,149,52,18,11,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
02/01/2023,Oregon,2022,15,2022-04-16,817,726,,178,27,28,,37,,10,15,161,44,23,14,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
02/01/2023,Oregon,2022,16,2022-04-23,879,793,,182,31,45,,38,,11,,175,54,21,10,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
02/01/2023,Oregon,2022,17,2022-04-30,786,711,,158,26,33,10,31,,,16,141,41,20,11,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,18,2022-05-07,858,759,,155,27,45,,43,12,14,18,144,55,30,16,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
02/01/2023,Oregon,2022,19,2022-05-14,813,723,,150,24,43,,38,,,,136,44,28,18,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
02/01/2023,Oregon,2022,20,2022-05-21,740,656,,135,33,36,,33,,14,10,130,42,32,18,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
02/01/2023,Oregon,2022,21,2022-05-28,820,747,,174,28,34,,41,11,,,149,64,25,14,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
02/01/2023,Oregon,2022,22,2022-06-04,770,694,,137,22,36,,41,,,16,162,38,43,29,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,23,2022-06-11,777,709,,140,34,36,13,33,,,10,166,45,30,19,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,24,2022-06-18,804,731,,166,28,42,,44,,11,,160,45,32,16,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
02/01/2023,Oregon,2022,25,2022-06-25,778,705,,161,28,26,,36,,,12,131,53,42,25,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,26,2022-07-02,824,744,,186,30,39,,27,,,14,145,55,34,14,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,27,2022-07-09,828,747,11,162,25,36,10,34,11,,25,138,66,42,26,,,,,,,,,,Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,28,2022-07-16,833,742,,188,20,43,,47,11,,13,135,48,61,32,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,29,2022-07-23,767,692,,155,27,36,,39,,11,15,127,46,60,36,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
02/01/2023,Oregon,2022,30,2022-07-30,760,677,,168,25,38,,24,,11,11,140,41,48,30,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
02/01/2023,Oregon,2022,31,2022-08-06,806,712,,166,18,26,,31,,,24,159,42,43,24,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,32,2022-08-13,830,753,,164,22,38,,38,,13,29,137,57,47,30,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
02/01/2023,Oregon,2022,33,2022-08-20,819,723,,165,35,39,,33,,12,26,147,38,31,15,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
02/01/2023,Oregon,2022,34,2022-08-27,759,686,,143,21,31,,43,16,,27,132,37,45,25,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,35,2022-09-03,757,685,,157,35,31,,27,13,,22,137,56,37,16,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,36,2022-09-10,761,711,,156,20,37,,37,11,,48,137,45,15,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
02/01/2023,Oregon,2022,37,2022-09-17,754,693,,152,22,41,,29,,,27,140,42,35,20,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,38,2022-09-24,787,714,10,151,19,41,,22,,,33,137,48,29,12,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,39,2022-10-01,819,743,,171,22,42,,41,,,41,141,47,28,14,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,40,2022-10-08,823,743,,174,14,36,,33,,,34,173,48,27,19,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,41,2022-10-15,787,718,,137,26,37,,28,11,,26,153,52,21,15,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,42,2022-10-22,835,768,,171,30,34,,45,11,,41,141,44,44,23,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,43,2022-10-29,794,730,,127,28,37,,36,11,10,32,149,57,22,12,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
02/01/2023,Oregon,2022,44,2022-11-05,841,777,,164,19,47,,41,,10,47,133,50,18,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9)
02/01/2023,Oregon,2022,45,2022-11-12,808,750,,169,25,43,,31,,,46,134,52,22,13,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,46,2022-11-19,783,722,,149,28,28,,37,21,12,45,145,53,22,18,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
02/01/2023,Oregon,2022,47,2022-11-26,910,857,,155,25,48,14,49,11,,57,188,55,42,19,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,48,2022-12-03,892,836,,165,35,41,21,43,22,,64,142,58,27,17,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,49,2022-12-10,960,920,,158,24,43,33,50,13,,62,187,53,45,27,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,50,2022-12-17,978,937,10,172,35,49,28,46,11,,77,192,60,43,24,,,,,,,,,,Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,51,2022-12-24,832,805,,155,26,50,22,45,13,,62,165,53,29,15,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2022,52,2022-12-31,778,775,12,132,26,44,28,47,,,42,153,41,33,19,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2023,1,2023-01-07,738,721,,143,24,43,21,31,,,49,133,48,23,15,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2023,2,2023-01-14,594,594,,122,15,33,14,24,,,45,134,33,27,16,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
02/01/2023,Oregon,2023,3,2023-01-21,435,435,,90,,31,,20,12,,23,65,33,19,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
02/01/2023,Pennsylvania,2020,1,2020-01-04,2785,2572,50,562,65,74,82,135,56,55,64,667,150,0,0,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,2,2020-01-11,2849,2630,50,578,78,76,62,153,59,59,61,712,145,0,0,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,3,2020-01-18,2862,2632,61,581,76,83,71,141,57,41,54,655,164,0,0,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,4,2020-01-25,2795,2562,40,583,83,71,70,128,62,66,49,657,146,0,0,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,5,2020-02-01,2810,2575,51,595,79,78,70,134,54,61,40,622,145,0,0,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,6,2020-02-08,2787,2550,46,514,78,76,64,144,63,66,46,694,119,0,0,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,7,2020-02-15,2811,2600,48,568,76,99,70,149,59,65,41,674,136,0,0,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,8,2020-02-22,2704,2519,39,566,77,68,53,145,43,60,54,687,130,0,0,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,9,2020-02-29,2774,2542,50,564,78,86,82,129,42,64,59,637,149,0,0,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,10,2020-03-07,2786,2549,47,567,95,89,76,160,57,58,55,645,129,0,0,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,11,2020-03-14,2833,2588,49,601,70,76,97,148,43,67,56,634,136,0,0,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,12,2020-03-21,2603,2371,43,492,64,87,93,129,54,61,40,586,130,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
02/01/2023,Pennsylvania,2020,13,2020-03-28,2735,2524,43,534,68,93,79,152,51,66,56,618,139,53,52,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,14,2020-04-04,3003,2778,50,515,101,95,70,131,48,63,52,672,136,210,199,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,15,2020-04-11,3453,3235,52,529,94,95,72,128,47,69,68,676,169,641,623,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,16,2020-04-18,3743,3522,55,537,102,109,68,118,41,71,57,700,132,917,867,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,17,2020-04-25,3823,3603,33,552,113,103,52,136,34,61,45,688,145,1075,1005,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,18,2020-05-02,3564,3318,30,539,87,99,47,128,37,59,37,584,139,945,902,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,19,2020-05-09,3439,3197,40,523,66,89,33,101,41,57,46,679,134,847,797,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,20,2020-05-16,3283,3047,45,531,85,91,30,88,37,59,42,645,117,715,668,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,21,2020-05-23,2977,2715,42,525,74,69,38,100,32,51,41,585,131,511,475,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,22,2020-05-30,2792,2545,24,512,81,74,34,106,30,48,32,554,124,358,328,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,23,2020-06-06,2730,2446,42,493,81,73,22,105,41,46,57,562,116,275,249,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,24,2020-06-13,2573,2322,41,529,65,59,31,102,31,50,42,583,130,207,174,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,25,2020-06-20,2624,2377,37,551,76,61,29,102,37,44,60,584,115,182,149,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,26,2020-06-27,2561,2298,47,517,64,79,31,85,34,42,41,563,124,146,125,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,27,2020-07-04,2595,2334,44,535,73,84,34,99,36,51,48,577,110,139,109,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,28,2020-07-11,2677,2415,54,540,70,88,22,104,40,49,55,568,131,126,104,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,29,2020-07-18,2560,2294,34,484,81,83,24,105,39,45,55,573,120,110,92,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,30,2020-07-25,2535,2264,49,494,74,92,19,101,28,64,52,558,120,95,86,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,31,2020-08-01,2645,2365,46,553,88,67,31,101,28,55,60,586,109,103,91,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,32,2020-08-08,2540,2308,44,518,57,80,36,106,35,45,54,561,134,137,119,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,33,2020-08-15,2661,2398,45,580,81,94,19,101,41,59,49,588,100,125,108,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,34,2020-08-22,2634,2411,57,540,75,87,28,97,48,51,50,577,126,98,90,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,35,2020-08-29,2589,2340,44,545,76,81,35,108,34,37,55,551,133,103,91,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,36,2020-09-05,2604,2327,40,541,76,88,25,110,38,53,37,566,111,86,65,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,37,2020-09-12,2619,2352,32,560,76,75,25,97,40,45,48,577,123,99,82,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,38,2020-09-19,2618,2375,52,515,80,71,25,98,43,42,48,628,96,94,77,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,39,2020-09-26,2678,2416,47,561,84,74,22,99,34,55,24,606,136,94,74,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,40,2020-10-03,2681,2414,47,513,79,85,35,94,39,53,46,612,120,125,109,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,41,2020-10-10,2769,2499,35,564,71,86,32,109,43,52,37,599,147,149,129,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,42,2020-10-17,2669,2428,59,477,79,93,29,103,42,66,51,578,132,154,128,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,43,2020-10-24,2766,2530,57,491,81,95,46,104,36,56,38,614,147,174,143,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,44,2020-10-31,2758,2518,39,525,64,86,29,97,36,51,36,651,142,198,178,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,45,2020-11-07,2984,2742,41,533,80,93,46,122,31,49,63,637,126,316,272,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,46,2020-11-14,3123,2871,48,538,75,115,44,116,37,58,53,647,153,431,381,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,47,2020-11-21,3355,3132,40,532,79,96,47,114,52,70,39,654,160,646,584,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,48,2020-11-28,3659,3415,33,523,95,106,43,118,52,62,49,693,144,889,818,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,49,2020-12-05,3903,3647,40,483,93,107,39,107,49,72,52,691,141,1164,1057,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,50,2020-12-12,4355,4085,53,548,104,101,45,122,53,57,49,752,169,1445,1312,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,51,2020-12-19,4456,4204,46,514,117,118,47,146,37,56,49,834,150,1514,1367,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,52,2020-12-26,4490,4205,47,555,124,120,38,119,50,63,65,734,154,1583,1428,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2020,53,2021-01-02,4426,4167,51,576,116,99,52,113,50,62,45,734,159,1510,1372,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,1,2021-01-09,4009,3719,49,486,99,100,46,131,41,51,44,664,135,1274,1166,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,2,2021-01-16,3892,3656,52,580,109,99,53,117,49,63,54,681,146,1125,1011,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,3,2021-01-23,3849,3605,54,584,98,107,38,111,51,59,44,752,125,1047,919,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,4,2021-01-30,3593,3327,47,549,89,109,34,119,39,69,40,678,165,872,771,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,5,2021-02-06,3395,3134,46,534,99,99,33,105,50,56,41,681,136,672,581,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,6,2021-02-13,3235,2974,60,521,86,84,39,107,44,62,45,665,144,543,454,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,7,2021-02-20,3120,2862,53,558,93,84,40,105,46,50,39,643,135,443,377,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,8,2021-02-27,2894,2644,56,532,73,73,33,99,39,54,33,628,130,334,273,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,9,2021-03-06,2770,2538,46,508,70,71,17,99,38,71,40,636,119,263,210,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,10,2021-03-13,2712,2453,43,541,76,81,27,112,49,67,26,565,125,237,183,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,11,2021-03-20,2840,2589,51,564,84,83,34,107,53,58,43,589,133,216,166,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,12,2021-03-27,2719,2467,38,499,74,79,27,116,37,60,32,602,165,216,174,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,13,2021-04-03,2649,2398,39,526,85,75,26,94,36,56,33,563,124,230,182,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,14,2021-04-10,2794,2527,48,549,77,77,30,111,40,55,43,595,135,254,213,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,15,2021-04-17,2868,2631,45,528,81,74,32,93,39,63,43,639,138,315,284,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,16,2021-04-24,2819,2581,47,513,72,72,28,113,47,65,31,608,149,339,301,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,17,2021-05-01,2706,2467,41,517,90,68,28,109,26,54,35,604,114,262,242,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,18,2021-05-08,2761,2497,39,521,80,61,40,94,40,62,32,606,134,268,238,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,19,2021-05-15,2735,2464,54,546,78,69,23,99,38,48,31,584,125,211,183,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,20,2021-05-22,2735,2435,46,529,76,78,31,106,44,50,38,591,103,200,166,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,21,2021-05-29,2554,2287,39,471,79,70,19,100,29,64,42,573,123,148,128,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,22,2021-06-05,2653,2380,49,560,72,59,39,115,44,55,34,612,111,118,98,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,23,2021-06-12,2458,2180,41,509,72,56,28,89,48,44,38,550,99,101,85,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,24,2021-06-19,2529,2273,48,500,80,64,26,90,54,57,24,615,125,79,67,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,25,2021-06-26,2514,2259,34,557,78,68,33,88,39,49,37,582,129,55,34,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,26,2021-07-03,2561,2282,49,513,86,68,19,118,37,53,29,616,120,38,29,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,27,2021-07-10,2537,2231,49,507,66,64,36,100,47,63,44,556,112,40,29,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,28,2021-07-17,2431,2187,50,549,75,59,18,80,39,59,48,522,125,40,26,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,29,2021-07-24,2498,2205,50,484,75,56,40,95,27,56,46,559,134,32,24,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,30,2021-07-31,2499,2232,40,544,57,74,33,100,44,54,36,572,114,47,42,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,31,2021-08-07,2533,2276,50,551,70,72,17,98,39,43,36,556,122,75,56,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,32,2021-08-14,2672,2413,54,563,69,71,42,107,47,58,45,614,109,85,78,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,33,2021-08-21,2653,2405,62,554,68,70,34,107,32,61,35,605,117,131,114,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,34,2021-08-28,2742,2439,45,525,67,83,38,104,36,62,37,547,123,197,180,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,35,2021-09-04,2829,2592,50,544,66,98,22,106,53,47,50,604,131,243,221,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,36,2021-09-11,2792,2562,50,545,70,74,39,115,44,51,46,602,119,269,242,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,37,2021-09-18,2945,2679,52,553,58,83,42,96,51,60,57,609,124,314,290,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,38,2021-09-25,2946,2660,46,526,73,65,39,88,41,63,35,594,138,366,340,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,39,2021-10-02,3160,2862,59,559,83,73,57,114,46,55,56,626,127,429,389,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,40,2021-10-09,3130,2850,43,499,79,81,33,100,53,60,38,669,140,499,444,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,41,2021-10-16,3130,2857,44,524,69,77,43,134,34,58,38,603,127,521,484,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,42,2021-10-23,3079,2827,39,521,84,80,44,100,44,58,40,632,111,507,461,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,43,2021-10-30,3245,2967,53,555,79,81,46,90,48,63,50,661,141,524,476,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,44,2021-11-06,3127,2848,62,527,78,80,46,118,43,56,37,629,132,468,417,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,45,2021-11-13,3262,2975,59,532,95,86,36,105,49,59,44,635,148,496,446,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,46,2021-11-20,3227,2969,61,532,85,75,42,132,41,64,37,629,133,525,467,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,47,2021-11-27,3446,3202,48,556,77,96,33,96,52,68,33,726,157,618,552,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,48,2021-12-04,3653,3378,63,534,80,106,30,120,54,63,65,712,139,731,673,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,49,2021-12-11,3669,3404,52,559,112,99,60,105,41,58,64,729,147,807,732,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,50,2021-12-18,3695,3413,55,537,92,77,44,120,38,70,56,706,169,838,777,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,51,2021-12-25,3617,3347,47,519,79,87,58,123,48,68,53,710,130,818,750,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2021,52,2022-01-01,3659,3407,46,501,99,78,50,136,56,72,51,731,128,818,749,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2022,1,2022-01-08,4057,3803,46,612,91,110,62,125,43,71,55,814,172,962,863,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2022,2,2022-01-15,4079,3809,51,509,112,126,46,125,53,85,53,852,164,1125,978,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2022,3,2022-01-22,4054,3821,51,585,115,101,47,113,47,63,52,783,161,1098,929,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2022,4,2022-01-29,3820,3567,50,534,101,100,49,144,50,75,48,743,179,936,800,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2022,5,2022-02-05,3545,3307,61,536,87,100,35,125,49,67,47,720,151,776,644,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2022,6,2022-02-12,3374,3112,59,573,98,92,48,122,32,77,63,687,124,575,461,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2022,7,2022-02-19,3046,2788,44,495,76,83,31,124,42,62,42,663,124,419,321,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2022,8,2022-02-26,2883,2641,61,508,63,83,38,102,43,71,40,626,131,316,230,,,,,,,,,,,,,,,
02/01/2023,Pennsylvania,2022,9,2022-03-05,2902,2605,52,531,90,98,38,111,43,61,42,659,122,223,159,,,,,,,,,,,,,,,
